Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126
P9503_101_S1_L001_R1_001	0.08411321688580577	0.0	0.0	0.0012551898614130926	0.0038120580976249486	0.0	3.09923422571134e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.74808556427835e-06	0.0005423659894994845	0.0	5.423659894994845e-05	0.0001394655401570103	0.0	0.0006895796152207731	0.00028667916587829897	0.002580112492904691	0.00022469448136407214	0.002169463957997938	0.002587860578468969	0.002657593348547474	3.8740427821391755e-05	0.0	7.74808556427835e-06	0.0	0.0	0.0	0.0	0.0	0.0	7.74808556427835e-06	0.0	0.0	1.54961711285567e-05	2.324425669283505e-05	5.423659894994845e-05	4.64885133856701e-05	0.0	0.0	0.0	5.423659894994845e-05	0.0	0.0003021753370068557	0.0011854570913345875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8740427821391755e-05	0.0020067541611480926	0.0026730895196760305	0.0019525175621981441	0.00027118299474974223	0.005183469242502217	0.02605681175266809	0.03396760711379629
P9503_101_S1_L001_R2_001	0.03133325802194165	0.019199756028281754	0.015852583064513506	0.011265716410460721	0.01417899658262938	0.009902053351147732	0.01013449591807608	0.012179990507045567	0.0037500734131107214	0.008902550313355824	0.009266710334876908	0.008065757072413762	0.009119496709155617	0.007004269350107628	0.009809076324376392	0.009220221821491237	0.010080259319126133	0.01328796674273737	0.007236711917035978	0.012427929245102476	0.013163997373708916	0.01846368789967531	0.01662739162094134	0.020547922916466187	0.019656893076574172	0.02119101401830129	0.02484036231907639	0.025421468736397265	0.02409654610490567	0.023391470318556342	0.024731889121176492	0.020462693975259124	0.025429216821961545	0.02709505521828139	0.029094061293865204	0.03309207344503284	0.03336325643978258	0.03612157490066567	0.03801985586391386	0.04160721948017474	0.04329630213318742	0.04195588333056727	0.041018364977289584	0.04032878536206881	0.03826779460197077	0.03395211094266773	0.03373516454686794	0.028373489336387316	0.027490207582059587	0.025150285741647523	0.025289751281804534	0.02577013258678979	0.02917154214950799	0.03191436443926252	0.028435474020901547	0.027559940352138095	0.022624409847692782	0.023190020093885103	0.02348444734532768	0.027250016929566957	0.030744403519056496	0.033006844503825766	0.03403733988387479	0.03459520204450283	0.03681890260145072	0.037043597082814794	0.03844600056994918	0.04201011992951721
P9503_101_S1_L002_R1_001	0.025606476936046393	0.0	0.0	0.0008365092284007896	0.0015645820753422176	0.0007590546702155313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.745455818525829e-06	0.0	7.745455818525829e-05	0.00012392729309641326	7.745455818525829e-05	0.001804691205716518	0.0016265457218904242	0.001494872972975485	0.0011385820053232969	0.0004414909816559723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014716366055199075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004430400728196774	0.007032873883221454	0.0024165822153800584	0.0017427275591683116	0.010859129057573212	0.03229080530743418	0.02727949539284797
P9503_101_S1_L002_R2_001	0.014747347878473179	0.00663011018065811	0.006599128357384007	0.002586982243387627	0.005809091863894372	0.0013012365775123393	0.001363200224060546	0.0038727279092629144	0.001270254754238236	0.0038727279092629144	0.005584473645157123	0.004933855356400953	0.0031446550623214866	0.002145491261731655	0.0018821457639017765	0.0033382914577846324	0.0028580731970360308	0.005615455468431226	0.0019363639546314572	0.0049570917238565305	0.005065528105315893	0.008372837739826422	0.003934691555811121	0.009356510628779202	0.008589710502745145	0.014917747906480747	0.00967407431733876	0.012826474835478772	0.007884874023259294	0.013941820473346493	0.008713637795841559	0.01168014737433695	0.018534875773732307	0.019828366895426122	0.020176912407259783	0.024669276782004763	0.01846516667136558	0.02343000385104063	0.024413676739993413	0.025056549572931058	0.03002913220842464	0.028991241128742178	0.02256251279936574	0.026915458969377255	0.027356949951033226	0.01914676678339585	0.016218984483993087	0.016637239098193483	0.010332438061913456	0.009279056070593943	0.01787651202915761	0.012276547472363439	0.01535923888813672	0.018782730359925136	0.020207894230533888	0.013554547682420202	0.006436473785194964	0.006227346478094766	0.011819565579070414	0.015560620739418392	0.009612110670790555	0.022740658283191835	0.0229110583111994	0.020486730640000818	0.022942040134473506	0.02157883991041296	0.02607120428515794	0.026551422545906544
P9503_101_S1_L003_R1_001	0.021219163757485247	0.0	0.0	0.0	0.0021051363037620156	0.0	0.0	0.0	0.0	0.0	0.0011746050390556177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.627305448413101e-06	0.0010220589300873554	0.00048814754869843844	0.0017847894749286656	0.000839003599325441	0.006589991907428919	0.007474759339444839	7.627305448413101e-06	0.00037373796697224193	0.0006178117413214612	0.00038136527242065504	0.0	0.0006025571304246349	0.0011212139009167258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2881916345239302e-05	0.0	0.0	0.00010678227627778342	3.0509221793652402e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009762950973968769	0.00030509221793652405	3.0509221793652402e-05	0.00040424718876589435	0.0002517010797976324	0.005285722675750279	0.031554162640085	0.03005158346674762
P9503_101_S1_L003_R2_001	0.005278095370301866	0.009564641032310028	0.019007245177445446	0.015834286110905597	0.007505268561238491	0.0060103166933495236	0.010022279359214814	0.012310470993738746	0.0072001763433019676	0.002448365048940605	0.0013347784534722927	0.008184098746147258	0.001731398336789774	0.0025932838524604543	0.002013608638381059	0.0005873025195278088	0.0022042912745913862	0.0015864795332699252	0.0023873466053533007	0.0015254610896826201	0.005148431177678843	0.0038670438623454417	0.012691836266159402	0.007779851557381362	0.005331486508440757	0.013302020702032449	0.010998574456611692	0.008603600545809978	0.008321390244218694	0.012783363931540356	0.005857770584381261	0.015208847064135722	0.022576824127302778	0.031767727192640566	0.029380380587287265	0.02949479016901346	0.025833683553775175	0.03049396718275558	0.038022117660339305	0.02861002273699754	0.036412756210724144	0.037259387115498	0.02836594896264832	0.03491017703738676	0.034505929848620866	0.03298809606438666	0.026893879011104595	0.02353786461380283	0.01471307220998887	0.01565123078014368	0.015788522278215117	0.01691736348458026	0.015475802754830181	0.019655566140560563	0.018549606850540662	0.0214251010045924	0.014041869330528518	0.011868087277730784	0.01842756996336605	0.02304971706510439	0.01475883604267935	0.02999819232860873	0.02698540667648555	0.022126813105846407	0.028793078067759454	0.025955720440949785	0.02675658751303316	0.03165331761091437
P9503_102_S2_L001_R1_001	0.08631891854784363	0.0	0.0	0.0007582524609692931	0.0031007109564637164	0.0	5.416089006923522e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005009882331404258	0.0	8.801144636250723e-05	0.00010832178013847043	0.0	0.000555149123209661	0.0002640343390875217	0.0020851942676655562	0.00019633322650097767	0.0018143898173193797	0.0022612171603905704	0.0023492286067530775	2.0310333775963208e-05	0.0	6.770111258654402e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3540222517308804e-05	0.0	0.0	2.0310333775963208e-05	3.3850556293272016e-05	3.3850556293272016e-05	0.0	6.770111258654402e-06	0.0	4.739077881058082e-05	0.0	0.0004129767867779186	0.0011441488027125939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.416089006923522e-05	0.0016992979259222549	0.002220596492838644	0.0015368152557145493	0.0002708044503461761	0.0045359745432984495	0.02480568765170973	0.03267255693426615
P9503_102_S2_L001_R2_001	0.0326048558216796	0.018875070189128474	0.015368152557145494	0.011130062909227837	0.01391934874779345	0.009667718877358487	0.00997914399525659	0.011346706469504779	0.003994365642606097	0.008171524289195863	0.008753753857440143	0.0076299153885035125	0.008557420630939165	0.006445145918238992	0.00924120186806326	0.00832046673688626	0.009247971979321914	0.012064338262922145	0.0069461341513794165	0.011299315690694199	0.012220050821871197	0.01740595604600047	0.016153485463149403	0.01955885142625257	0.018597495627523643	0.020493126779946875	0.023891722631791387	0.024616124536467405	0.023471975733754813	0.023052228835718242	0.023776630740394263	0.020262942997152627	0.02478537731793377	0.026592997023994494	0.028373536285020602	0.0325303845978344	0.03280118904818058	0.03572587711191928	0.038068335607413704	0.04185959791226017	0.04340995339049203	0.04217779314141693	0.041087805228773575	0.04054619632808122	0.03815634705377621	0.0333631082826489	0.03292305105083636	0.027703295270413816	0.0268299509180474	0.024325009752345268	0.02446041197751836	0.025015561100728015	0.02856309940026292	0.03104096012093043	0.02823813405984751	0.02692473247566856	0.022381987821111456	0.022706953161526867	0.023065769058235548	0.02695858303196183	0.029950972208287074	0.032381442150144005	0.03364068284425373	0.03408751018732492	0.0365992214642857	0.03682940524707995	0.03810218616370698	0.042204873586451544
P9503_102_S2_L002_R1_001	0.025901339565885435	0.0	0.0	0.000798004717695687	0.0010955657988703498	0.0007303771992469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.762751844878703e-06	0.0	0.0	0.0	0.0	8.791577398342314e-05	8.115302213854444e-05	7.439027029366573e-05	0.0015419074206323444	0.0013998896318898916	0.0013187366097513471	0.0008791577398342315	0.00031784933670929905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010144127767318054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003956209829254041	0.005991798134562531	0.002170843342206064	0.0013998896318898916	0.009346123049622368	0.027172736912722626	0.023493799909108614
